리뷰,평점,긍정부정,리뷰길이
깨지거나 샌 곳 없이 뽁뽁이에 감싸여서 잘 배송되어 왔어 요용량 많고 거품 잘 나 고 약산성이라 샴푸 직후 머리카락이 뽀득함 없이 부들한 느낌이에요 저는 샴푸하고 드라이 후 두피 각질이 일어나서 계속 사용할지 고민 중입니다지성 두피이고 가끔 안 맞는 샴푸 쓰면 이러는 경우가 있어요,3,n,156
라벤더 향이 쫌 뭔가 펜션에서 공짜로 비치해둔 쫌 싸구려 향이랄까라벤더 향은 좋아하는 편이라 여러 가지 제품 또 고가 브랜드로 라벤더 맡아와서 제가 약간 상향된 기준으로 말씀드리는 것일 수도 있습니다트리트먼트는 머릿결이 좋아지는지는 잘 모르겠는데 안 쓰는 거보다는 낫고 대신 머리감는 시간은 길어지고 그렇습니다 같이 샀던 일랑일랑향이 좋은 것 같아요,3,n,205
성분 좋은 샴푸 찾아 삼만리 이 제안 써본 샴푸가 거의 없을 정도네요 샴푸는 향료까지 없는 건 거의 있지도 않고 못 씁니다 그런데 향료 제외하고 성분이 좋다 싶은 건 세정력이 떨어지긴 해요 이샴푸도 마찬가지입니다 머리 기름이 아주 뽀송하게 말끔히 씻기진 않아 요거품 풍성하고 향은 무난하고 괜찮습니다,3,y,174
일단 만족도는 잘 모르겠어요 탈모용으로 구매해서 알곤 있었지만 향도 좀 세제 냄새나고 귀찮아서 며칠 뒤에 감는 날엔 기름이 많이 져서 그런 가 두 번 샴푸질해야 해요다른 일반 샴푸 사용했을 땐 약산성이 아니라서 그런가 한 번의 세정으로도 감기 가능했거든요 이샴푸 쓴 뒤로 특별이 더 좋다던가 머리가 덜 빠진다던가 그런 건 잘 모르겠네요 차라리 전에 쓰던 샴푸로 돌아갈 거 같아요,3,n,205
사용하고 나서 머리가 가렵고 비듬이 생기는 거 같아요 제이숲 샴푸성 푼 좋다고 해서 세트로 다 구매하고 사용하고 있는데 사용하고 나서 이상하게 가렵고 비듬이 생겼어요 그러다가 하루 언니네에서 자게 되어서 하루제이 숲꺼를 안 썼는데 안 가렵고 비듬이 없어졌더라구 요 처음엔 이샴푸를 써서 그런지 생각 못했는데 하루 다른 샴푸를 쓰고 나서 알게 되었습니다 어떻게 하죠,3,n,191
저랑은 안 맞는 거 같아요 이틀 정도 쓰고부터 두피에 각질이 일어나네요 개봉을 늦게 해서 반품 기한도 지났고 샴푸만 세통인 데 이걸 어쩌나 싶어요 일주일째 이렇긴 한데 일단 일주일 정도만 더 써보려구요 괜찮아지면 후기 수정할게 요 향은 아카시아풍선껌 냄새제가 생각했던 일랑일랑 향기는 아니에 요용량 많고 펌핑 잘 돼 요 용기가 반투명해서 잔여용량 확인하기도 좋구요 저처럼 안 맞을 수도 있으니까 어떤 샴푸를 써도 괜찮다 하는 분들 아니면 하나만 구매해서 써보시고 결정하세요,3,n,266
성분이 순하고 환경을 생각한 패키지가 좋아요 샴푸 바쓰다가 사춘기 애들 정수리 냄새 떡짐 안 잡혀서 바꿔봤는데 아직은 잘 모르겠어요 처음에 거품이 잘 나다가 금방 꺼져서 기름진 머리에는 두 번 샴푸해야 해요 거품 내어 씻어야 세정력 테스를 해볼 텐데 한 번 짜서 하기에는 세정력 테스트가 애매하네요 사춘기 떡짐은 완화되는 거 같아 요오래 전부터 비누를 썼기 때문에 머릿결이 괜찮은 편인데 트리트먼트 화학적인 헤어 제품에 의존하지 않고 자리잡은 머릿결여담으로 버스 뒷자리 앉아서 가는 중에 남편이 제 머릿결이 제일 좋아 보인다 했음머릿결은 더 좋아지지도 나빠지지도 않고 그대로 유지인 거 같아 요샴푸 바로 감았을 때는 머리말리기 전 물기 있을 때 비누 특유의 머릿결 뻗뻗함이 있는데 이 샴푸는 액상 샴푸답게 부드러움이 있어서 머리 말릴 때 좋네요금방 꺼지는 거품만 개선되면 더 좋겠습니다 두세 번 펌핑하는 게 아까워 요요약 착한 성분 친환경 패키지 굿떡 짐 완화 세정력 정수리 냄새는 더 써봐야 알겠다 결론 마침 이벤트 중이니 추가 구매하러 갑니다,3,y,525
거품은 많이 납니다 한 달 정도 써봐야 효과를 정확히 알 것 같아요,3,y,36
향도 좋고 거품도 많이 나서 좋아요,3,y,15
향도 좋고 좋아요 만족입니다,3,y,14
아이가 향도 좋다고 잘 사용해요,3,y,16
자극적이지 않고 순해서 좋아요,3,y,16
성분이 마음에 들어서 구입했네요,3,y,18
아직 많이 써보진 않았지만 만족합니다,3,y,21
후기가 좋아서 고민하다 첫 구매해 봅니다 후기처럼 만족도가 높앗으면 하네요,3,n,43
산뜻하고 깔끔한 느낌이라서 괜찮은 고 같아요,3,y,23
윤기세정력 그런대로 괜찮은데 향이 좀 아쉽네요,3,n,25
향도 좋고 샴푸도 핑크빛 좋네요,3,y,15
조금 간지러운 느낌 있만 성분 좋게 만들어서 좋음,3,y,23
아이들이랑 잘 쓰고 있습니다 향도 괜찮은 것 같아요,3,y,28
아이쓰라고 샀는데 세정력도 좋고 괜찮다고 하네요,3,y,29
괜찮은 거 같아요 계속 사용해보고 재구매 결정해야겠어요,3,y,29
거품은 잘 안 생기는 것 같지만 성분 좋으니 통은 꾸준히 써보려고용,3,y,38
사실 사용 전 이지만 트리트먼트 써보고 맘에 들어서 샴푸도 구매해봤어요,3,n,36
성분보고 구입했는데 다른 게 좋은지는 모르겠어요 저는 향이 이상해요,3,n,39
초등학년 아이머리 냄새가 나기 시작해서 구매했어요 냄새도 덜하고 깨끗하게 세 정도 잘 되는 거 같아요,3,y,50
성분 좋아서 쓰긴 하는데 행굴 때 엄청 뻗뻗해요,3,n,27
딸아이 때문에 구매했는데 순한 거 같아 요 냄새도 강하지 안 ㅆ고 좋아요,3,y,33
아직 사용 전입니다 평이 좋아서 구입했네요 아이한테 잘 맞으면 좋겠네요,3,n,38
가성비짱 두 번째 구매합니다,3,y,15
워낙 후기가 좋고 용량도 넉넉하고 성분도 좋아 주문했어요 아직 써보지 않았찌만 잘 맞았음 좋겠네요,3,n,52
원래 이 라인 바디로션이랑 핸드크림을 썼었는데 좋아서 샴푸도 구매해봤어요 남편이 매우 건조한 피부라서 머리도 일반 샴푸를 쓰면 안 되서 구매해봤어요 아직 써보진 않지만 기대합니다,3,n,76
수영장에서 쓸 거라 샴푸만 해도 부드러운 제품을 찾고 있었는데 그렇진 않네 요뻣뻣합니다 또 다른 샴퓨 찾아 떠나야 할 거 같아요,3,n,60
머리걀이 많이 뻣뻣해지는 샴푸입니다향이 왜 좋다고 하는지 모르겠고 하지만 성준이 좋은 것 찾고 산 것이니 그 점 만족,3,n,69
초등 고학년인데 샴푸하고 나와도 정수리 부분에 냄새가 넘나네요 요샴푸로 바꾸긴 햇는데 별 효과가 없는 듯하네 요약산성 샴푸라서 세정력은 떨어집니 다 알칼리샴 푸랑 번갈아가면서 사용해야 합니다,3,n,101
거품도 많이 나고 세정력도 좋습니다 머리 감고 나면 머리결이 촉촉합니다,3,y,41
향이 은은해서 좋아요 패키지도 이쁘고 좀 더 써보고 후기또 올릴께요,3,y,40
초등 아이 쓰게 하려고 주문했어요 저도 써봤지만 일단 볼륨감은 없고 성분이 착하다는 걸 감안했을 때 세정력도 괜찮은 편이고 모발도 부드럽네요 거품도 생각보다 잘나요다만 푹 꺼지는 느낌의 볼륨감은 아쉬워요,3,y,117
머리 감고 말릴 때 머리결이 나쁘지 않아요,3,y,23
거품적당하고 향 냄새도 안강하고 괜찮은 듯함,3,y,24
완전 무색은 아니고 핑크빛 느낌입니다 아이만 써본지라 거품은 잘 나는 편입니다,3,y,43
두 번째 구매 거품 풍성하고 유해성분 없어 재구매합니다,3,y,30
향이 센 건 못 쓰겠어서 사봤는데 장미향이나네요트리트먼트보다 향이 센 편이에요,3,y,44
향이 일단 너무 좋아용,3,y,12
세정력과 향이 비추,3,n,15
다음에도 또 주문 힐께요,3,y,12
괜찮은 거 같아 용아마동,3,y,13
출산 후 머리가 많이 빠져 사봤는데 아직 효과는 모르겠네요 향은 괜찮습니다,3,n,40
향이 은은해 요지성이라면 오후에는 사알 짝 냄새올라올 수도 있을 것 같아요 그 외에는 자극 없고 좋습니다,3,y,50
잘 안 잠겼는지 샴푸가 흘렀어요급해서 그냥 쓰는데 앞으로 신경 써주셨으면 합니다,3,n,44
오늘 처음 써봐서 아직 두피 가려움 등에 좋은지는 한 달 후 리뷰로 거품은 잘 나 여향도 괜춘,3,y,45
향이 좋고 거품이 잘나요 근데 장미향은 나지만 깜고 나면 장미향이 별로 안 나는 거 같아 요 꾸욱 펌핑하면 샴푸 양이 많이 나와서 살짝만 눌러도 되요,3,y,84
평소 머리결 관리에 신경 쓰는 편이라 좋다는 샴푸는 찾아 쓰는 편입니다 아직 쓰지는 않았는데 상품평이 좋아 기대 중입니다,3,n,68
저희 신랑이 약산성 샴프 쓰다가 잠깐 다른 걸 썼는데 그때 두피에 여드름처럼 자꾸 뽀루지가 생기더라구요 그래서 다시 그 전에 썼던 걸 사려 했는데 아이들도 쓸 수 있다는 제품을 우연히 보고 가격도 저렴해서 구매했는데 신랑 두피가 나아지는 것 같더라구요 잘 산 것 같아요,3,y,141
바이오가 헤어앤바디 냄새가 너무 역해서 닥터바이오로 다시 구매했는데 저같이 인공적인 냄새 디퓨저 같은향이나 페브리즈 향이 역한 임산부에게는 닥터바이오샴푸도 냄새가 세게 다가왔습니다 그래도 참고 쓸 만 해요 거품은 풍성하게 나고 세정력도 좋습니다 입덧이 끝나면 잘 사용할 것 같아요,3,y,166
한 달 사용해본 결과 예전에 쓰던 시원한 느낌의 샴푸와는 많이 달라 요향을 원치 않는 사람들은 좋을지 모르겠으나 머리를 감고 나도 머리에서 좋은 향이나지 않아 요씻은 사람인가 싶은 거품은 잘나요 저녁에 되면 머리가 기름지네요 아이랑 같이 쓰려고 샀는데 아이도 저도 그냥 그래서 아까워서 주말에만 쓰고 있어요,3,n,179
초등학생 딸아이두피가 너무 건조해서 급하게 샀는데 크게 자극은 없는 거 같아요 조금 더 써봐야 알겠지만 거품도 그렇고 아직까진 만족해요 바디랑트리트먼트도 닥터바이오꺼 쓰는 데 온 가족이 쓸 정도로 순하다고 해서 당분간은 요 걸로 정착할 꺼 같아요,3,y,122
일반 샴푸보다 묽게 흘러내리는 제형입니다거품이 풍부한 편은 아니고 상쾌하게 씻어내는 개운한 느낌은 없습니다 샴푸를 한 번만 하면 약간 떡이지는 것 같아서 샴푸 두 번씩 해주고 있어 요향기는 호불호가 있겠지만 뭐랄까 눌어붙은 딸기 시럽향이 납니다,3,n,138
가족 샴푸로 씁니다 성분이 착하대서구입했어요 초등 아들 잘 쓰고 있구요 근데 기인 머리인 저는 그냥 다른 샴푸 써 요 너무 머리카락이 뻣뻣해지는 터라 거품이 무진장 많이 나는 제품이 고향도 순하니 괜찮아요 다만 저처럼 머리길이가 기신 분은 트리트먼트 필수입니다,3,n,158
평소 이틀 정도 머리 안감아도 될 정도로 기름이 많이 없는 편이에 요 머리 기장은 어깨날 개뼈 정도인데 한번은 정수리 쪽 반 펌프 더 짜서 뒷통수 씻으면 딱 적당하더라구 요 머리카락은 남은 거품으로 씻어내는 느낌으로 감습니다 제 기준 세정력이랑 거품 생성 정도는 아주 만족스럽습니다 머리가 뻣뻣해진다는 리뷰가 있었는데 저도 그러네요 이 거 단독으로만 쓰면 부드럽진 않더라구 요트리트먼트랑 같이 쓰면 좋습니다,3,y,226
요즘 아침에 감아도 저녁되면 머리 기름 내리는 듯 두피랑 머리카락이 끈적거리는 것 같은 기분에 검색하다 구입했어요 나이 든 것도 있고 여름이 와서 그런 건지 후기 보고 초등 아이도 쓸 수 있다고 해서 아이는 머리가 좀 간지럽다고 하더라구요 그것도 좋아지길 바라며 순한 샴푸라 사 봤어요 거품은 잘 나고 좀 뻣뻣하긴 하네요 향은 좋으나 거의 남지 않아요,3,n,177
성분이 좋다고 해서 사 봤어요 제형이 묽게 흘러내리는 편이고 냄새는 호불호가 있겠지만 제가 느끼기엔 좀 안 좋아요 상한 딸기 맛 해열제 같은 쿰쿰한 냄새입니다거품은 잘 안 나고 감고 나서도 약간 떡진 느낌이네요 개운해지는 맛은 없는 듯해요 머릿결이 좋아지는지는 좀 더 써봐야 알겠습니다,3,n,157
제품 박스를 개봉한 상품이 왓더라구 요동그란 투명 스티커가 아예 없었어요 스티커뜯긴 자국은 동그랗게 딱 남아 잇고요제가 닥터바이오 제품 한두 번 시켜 써보는 게 아니라서 잘 알거든요일단 애씻기 다급하게 뜯어가지고 바로 써버려서 교환신청도 못 햇는데 생각해보니까 너무 황당하더라고 요안에 상품 자체는 괜찮은 거 같앗지만 아무래도 기분이 영찜찜해서 후기도 진짜 잘 안 쓰는데 글 남깁니다 일부러 최저가 사이트에서 안 사고 돈 일이 천 원 더 주고라도 공식몰에서 제대로 된 제품사 쓰고 자 주문하는 건데 상품 검수제대로 해서 보내세요 박스 개봉된 상품은 엄연히 중고예 요중고,3,n,308
거품이 잘 나서 좋은데 금방 기름지고 두피 냄새가 나는 거 같아요 탈모샴푸로 살 걸 그랬나 봐요 그리고 향이 풍선껌향복숭아 향꽃 향 확실히 무슨 향인지 잘 모르겠는데 약간 세제 냄새 같아요 그래도 두피 가려움은 없어서 좋아요 근데 바디로션은 올리브영에서 향 맡아보고 샀는데 바디로션은 진짜 추천합니다 바디로션 진짜 좋아요 샴푸 향도 바디로션 향이랑 같은향이면 좋겠어용,3,n,205
배송도 엄청 빠르고 향이 좋아요 머리에 잔향이 남는지는 모르겠어요 왜냐면요아쉽게도 머리결이 뻣뻣해져 요 부드럽지 않아요 그래서 트리트먼트나 린스 따로 매일 해줍니다 이래서는 샴푸만 건강에 좋은 거 써봤 예염 거품은 많이 나서 좋아요 두피가 건조해서인지 가려움이 좀 있어요,3,n,168
민감성 두피라서 두피 세정과 진정 효과에 괜찮다는 평이 많아서 선택했습니다 무실리콘이라서 제품 성분에 대한 안심도 되고 영유아 안전성 테스트까지 완료했으니 더욱 믿음이 생겨서 구입했어요 근데 제가 너무 기대를 많이 한 건지 사용기간이 짧아서인지 자극은 없는데 아직까지는 머리결이나 두피가 막 좋아지는지는 모르겠어요 거품은 풍성하게 잘 나는데 쓰고 얼마 지나지 않아 약간 머리가 기름져요 여름이라는 특수성을 감안하긴 해야겠지만 약간 아쉽긴 해요 두통이나 샀으니 더사 용해봐야 알겠어요,3,n,259
배송도 빠르고 상품도 좋네요,3,y,16
가성비가 좋아서 구입했습니다,3,y,16
